AxIS Spike File,Z:\Kyra\230616_KZ_307034_5008-7_MEA_rCortex_Acute_Exposure_DDT_Male_DIV11(000)(000).spk
File Type,48-well

Analysis Start,1200.000000
Analysis End,1800.000000
Active Electrode Criterion (spks/min), 6
Minimum Covered Resistance (kOhms),18
Remove Coincident Artifacts,False

Electrode Burst Settings,
    Algorithm,Poisson Surprise,
    Min Surprise,10.000000

Network Burst Settings,
    Algorithm,ISI Threshold,Adaptive,
    Min # of Spikes,40.000000
    Min # of Electrodes (%),15.000000

Synchrony Settings,
    Synchrony Window,20.000000

Average Network Burst Analysis Settings,
    Number of network bursts vary by well
    Network Burst Window Start (ms),0.000000
    Network Burst Window End (ms),100.000000
    Bin Size (ms),1.000000

Well Averages,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,
Treatment/ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activity Metrics
    Number of Spikes,15280.000000,0.000000,21215.000000,10771.000000,18942.000000,12115.000000,0.000000,0.000000,11721.000000,20300.000000,0.000000,17334.000000,0.000000,0.000000,10825.000000,0.000000,15578.000000,14400.000000,8202.000000,7174.000000,5927.000000,7421.000000,11168.000000,11630.000000,24553.000000,13508.000000,16384.000000,6920.000000,0.000000,0.000000,0.000000,11531.000000,33344.000000,10268.000000,7199.000000,3911.000000,0.000000,2147.000000,0.000000,4968.000000,15174.000000,52.000000,8512.000000,10565.000000,8556.000000,1419.000000,3685.000000,0.000000
    Mean Firing Rate (Hz),1.591667,0.000000,2.209896,1.121979,1.973125,1.261979,0.000000,0.000000,1.220938,2.114583,0.000000,1.805625,0.000000,0.000000,1.127604,0.000000,1.622708,1.500000,0.854375,0.747292,0.617396,0.773021,1.163333,1.211458,2.557604,1.407083,1.706667,0.720833,0.000000,0.000000,0.000000,1.201146,3.473333,1.069583,0.749896,0.407396,0.000000,0.223646,0.000000,0.517500,1.580625,0.005417,0.886667,1.100521,0.891250,0.147813,0.383854,0.000000
    ISI Coefficient of Variation - Avg,4.463771, ,3.728976,2.863981,3.380210,2.229984, , ,3.915085,5.283487, ,4.293905, , ,2.988388, ,3.837756,10.191677,9.075287,4.903450,4.408401,5.126315,4.261020,4.788076,7.113377,9.524187,6.499993,5.126292, , , ,3.321156,5.778419,3.791113,9.675118,3.952339, ,4.318508, ,2.804677,4.272227, ,4.244335,2.960909,3.022874,3.105255,2.434502, 
    Number of Active Electrodes,16.000000,0.000000,13.000000,12.000000,14.000000,11.000000,0.000000,0.000000,15.000000,16.000000,0.000000,15.000000,0.000000,0.000000,12.000000,0.000000,16.000000,16.000000,15.000000,15.000000,11.000000,15.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,0.000000,0.000000,0.000000,16.000000,16.000000,14.000000,15.000000,9.000000,0.000000,9.000000,0.000000,12.000000,16.000000,0.000000,11.000000,16.000000,14.000000,4.000000,10.000000,0.000000
    Weighted Mean Firing Rate (Hz),1.591667, ,2.714359,1.469861,2.250000,1.819545, , ,1.300000,2.114583, ,1.921222, , ,1.494861, ,1.622708,1.500000,0.905000,0.795000,0.880000,0.820667,1.163333,1.211458,2.557604,1.407083,1.706667,0.720833, , , ,1.201146,3.473333,1.216429,0.799889,0.687407, ,0.379259, ,0.679722,1.580625, ,1.270303,1.100521,1.016310,0.545000,0.595000, 
Electrode Burst Metrics
    Number of Bursts,896.000000,0.000000,963.000000,671.000000,1158.000000,502.000000,0.000000,0.000000,711.000000,702.000000,0.000000,873.000000,0.000000,0.000000,641.000000,0.000000,779.000000,535.000000,399.000000,459.000000,270.000000,412.000000,665.000000,586.000000,686.000000,383.000000,606.000000,442.000000,0.000000,0.000000,0.000000,627.000000,923.000000,539.000000,221.000000,219.000000,0.000000,142.000000,0.000000,311.000000,674.000000,1.000000,330.000000,597.000000,332.000000,73.000000,204.000000,0.000000
    Number of Bursting Electrodes,16.000000,0.000000,12.000000,11.000000,14.000000,7.000000,0.000000,0.000000,14.000000,16.000000,0.000000,15.000000,0.000000,0.000000,11.000000,0.000000,16.000000,16.000000,16.000000,15.000000,12.000000,15.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,0.000000,0.000000,0.000000,16.000000,16.000000,13.000000,15.000000,12.000000,0.000000,10.000000,0.000000,13.000000,16.000000,1.000000,13.000000,15.000000,14.000000,5.000000,10.000000,0.000000
    Burst Duration - Avg (sec),0.103823, ,0.114458,0.082871,0.077912,0.166666, , ,0.089853,0.164511, ,0.148695, , ,0.093147, ,0.085353,0.207731,0.156385,0.123947,0.255605,0.087986,0.084128,0.082382,0.272585,0.257071,0.188022,0.089218, , , ,0.092238,0.194542,0.102679,0.175459,0.080874, ,0.156271, ,0.125185,0.182269,0.029040,0.157733,0.084028,0.120640,0.226280,0.328600, 
    Burst Duration - Std (sec),0.070541, ,0.023277,0.028963,0.024485,0.090634, , ,0.035371,0.095779, ,0.070290, , ,0.029219, ,0.033789,0.146568,0.083176,0.075183,0.429440,0.041998,0.034153,0.032692,0.097328,0.136325,0.103638,0.058797, , , ,0.023021,0.055618,0.028337,0.074729,0.055920, ,0.083016, ,0.069972,0.096698, ,0.049230,0.059581,0.094003,0.103968,0.738799, 
    Number of Spikes per Burst - Avg,15.655969, ,19.070594,12.065675,13.595473,12.909417, , ,13.289061,24.630153, ,18.766685, , ,12.986572, ,16.516590,25.182426,18.531829,14.156028,16.465112,16.147965,14.199202,18.822314,33.355814,32.818967,26.131488,12.598019, , , ,13.350803,33.277189,15.210961,31.009697,11.100762, ,12.551310, ,9.782303,19.202777,4.000000,20.042068,12.237790,14.830113,11.188571,8.929599, 
    Number of Spikes per Burst - Std,6.738751, ,7.859264,6.166922,6.514848,4.773857, , ,8.041770,12.244144, ,7.278003, , ,6.426710, ,8.804086,16.170696,9.537832,7.618992,11.342397,8.028312,7.311451,8.568763,18.435589,15.119568,13.780194,7.544690, , , ,9.719180,13.789900,9.083627,14.397209,8.147926, ,9.558634, ,6.875765,9.007961, ,13.305902,8.323175,14.299986,7.501282,6.385456, 
    Mean ISI within Burst - Avg (sec),0.005942, ,0.007685,0.008532,0.006977,0.014104, , ,0.006768,0.006159, ,0.007203, , ,0.009200, ,0.005512,0.007090,0.007842,0.009149,0.013769,0.005993,0.007206,0.005066,0.007864,0.007213,0.006353,0.007844, , , ,0.009258,0.005462,0.007967,0.006038,0.009481, ,0.012207, ,0.016261,0.007973,0.009680,0.012138,0.006842,0.010279,0.027439,0.032914, 
    Mean ISI within Burst - Std (sec),0.002465, ,0.004240,0.002531,0.002394,0.005034, , ,0.001982,0.001740, ,0.001762, , ,0.003471, ,0.001639,0.001896,0.002525,0.004918,0.015802,0.001332,0.003381,0.001373,0.003592,0.002338,0.001801,0.002130, , , ,0.003629,0.002054,0.003697,0.001653,0.003411, ,0.003360, ,0.011181,0.003137, ,0.009034,0.001744,0.004268,0.012700,0.058264, 
    Median ISI within Burst - Avg (sec),0.004362, ,0.006069,0.006643,0.005422,0.011429, , ,0.005449,0.004169, ,0.005070, , ,0.007029, ,0.004375,0.004772,0.005662,0.006488,0.009443,0.004276,0.005353,0.004028,0.005239,0.004592,0.004403,0.005593, , , ,0.007375,0.004078,0.005943,0.003769,0.007669, ,0.008309, ,0.011979,0.005010,0.010400,0.009022,0.005380,0.008223,0.023741,0.017094, 
    Median ISI within Burst - Std (sec),0.001713, ,0.003521,0.002738,0.002021,0.005009, , ,0.001635,0.001335, ,0.001193, , ,0.003579, ,0.001217,0.001303,0.002423,0.003446,0.011209,0.001097,0.002641,0.001260,0.001933,0.001759,0.001145,0.001401, , , ,0.002928,0.001417,0.002380,0.001042,0.003733, ,0.003412, ,0.006875,0.001801, ,0.005739,0.001358,0.003638,0.011418,0.017921, 
    Median/Mean ISI within Burst - Avg,0.765479, ,0.784337,0.764241,0.786252,0.792126, , ,0.843785,0.714469, ,0.731690, , ,0.735651, ,0.820705,0.719527,0.729705,0.758835,0.724477,0.737124,0.750325,0.805050,0.741342,0.652809,0.718944,0.741346, , , ,0.813562,0.790112,0.822712,0.653027,0.790865, ,0.729240, ,0.792857,0.764067,1.074380,0.780999,0.822722,0.817302,0.845119,0.797879, 
    Median/Mean ISI within Burst - Std,0.056045, ,0.046202,0.103727,0.051896,0.093792, , ,0.047708,0.120565, ,0.053878, , ,0.101763, ,0.039093,0.060989,0.104029,0.072227,0.121342,0.086961,0.058961,0.052676,0.038975,0.081405,0.043237,0.077963, , , ,0.040862,0.023728,0.035064,0.069226,0.152584, ,0.087589, ,0.101319,0.077507, ,0.068706,0.106367,0.129982,0.087253,0.075383, 
    Inter-Burst Interval - Avg (sec),10.820316, ,11.154822,19.848104,8.303881,9.855552, , ,15.289674,40.277625, ,10.339841, , ,24.878346, ,16.212742,18.536525,23.281643,20.005107,28.037445,22.404240,16.465140,16.708853,13.952031,22.871167,16.036380,25.288992, , , ,20.604694,10.499083,16.813849,32.646228,29.287972, ,26.354932, ,27.009843,32.198803, ,47.339041,36.967535,54.232193,45.490522,85.137740, 
    Inter-Burst Interval - Std (sec),1.010332, ,14.739067,36.477806,4.234176,5.551285, , ,14.185489,91.643200, ,0.687624, , ,34.336282, ,21.443125,1.592944,2.161574,2.587264,14.479649,8.331624,10.610387,2.857708,2.318807,0.994212,0.228290,15.521863, , , ,14.737331,0.820021,8.644859,3.284167,25.038295, ,0.853794, ,16.969144,73.533856, ,67.148878,55.327799,56.572139,22.419574,98.744302, 
    Burst Frequency - Avg (Hz),0.093333, ,0.133750,0.101667,0.137857,0.119524, , ,0.084643,0.073125, ,0.097000, , ,0.097121, ,0.081146,0.055729,0.041563,0.051000,0.037500,0.045778,0.069271,0.061042,0.071458,0.039896,0.063125,0.046042, , , ,0.065312,0.096146,0.069103,0.024556,0.030417, ,0.023667, ,0.039872,0.070208,0.001667,0.042308,0.066333,0.039524,0.024333,0.034000, 
    Burst Frequency - Std (Hz),0.007865, ,0.037599,0.051511,0.038649,0.050440, , ,0.026027,0.027250, ,0.005202, , ,0.051630, ,0.031197,0.003750,0.011030,0.005903,0.017574,0.010291,0.022152,0.007094,0.008139,0.001548,0.000833,0.015249, , , ,0.028933,0.005985,0.024378,0.001721,0.022964, ,0.007809, ,0.031516,0.024380, ,0.018900,0.042553,0.027846,0.017974,0.031163, 
    IBI Coefficient of Variation - Avg,0.718824, ,0.408268,0.426708,0.467012,0.849016, , ,0.857829,0.563432, ,0.266082, , ,0.398847, ,0.563281,1.842675,1.813645,0.898916,0.609911,0.891965,0.731643,0.564434,0.828936,1.405368,0.858139,1.212585, , , ,0.621213,0.373304,0.705253,1.524137,0.716478, ,0.715804, ,0.646213,0.583481, ,0.413997,0.534840,0.625096,0.478915,0.828929, 
    IBI Coefficient of Variation - Std,0.064573, ,0.100524,0.177302,0.174424,0.522704, , ,0.061977,0.007240, ,0.035069, , ,0.369727, ,0.135552,0.068557,0.077443,0.042505,0.066721,0.029723,0.087455,0.037326,0.031289,0.081908,0.002883,0.149505, , , ,0.175313,0.038108,0.081470,0.081199,0.124236, ,0.008736, ,0.218481,0.164316, ,0.149041,0.294314,0.283309,0.166906,0.220332, 
    Burst Percentage - Avg,94.186836, ,65.828684,52.081958,74.864579,33.241693, , ,72.966584,85.068641, ,89.049009, , ,52.325303, ,82.862333,94.989262,89.998246,86.894778,59.096052,85.926436,85.932060,96.414306,94.924022,93.911820,96.019644,82.838373, , , ,77.827960,94.056461,68.807787,95.248756,49.724067, ,53.030130, ,48.316353,86.032930,6.666667,67.370337,64.913776,53.154341,40.860818,33.550524, 
    Burst Percentage - Std,7.758706, ,43.703676,45.833846,32.267240,36.728487, , ,33.799708,29.260179, ,24.173854, , ,46.412055, ,27.838913,4.254982,22.517636,23.932045,42.260715,27.529533,21.057234,5.684553,4.511589,4.288252,2.205000,21.730223, , , ,20.800082,5.108217,36.764760,6.398287,40.777633, ,47.122687, ,41.175840,23.207532,9.428090,39.158610,39.651473,37.195792,38.984323,35.688465, 
Network Burst Metrics
    Number of Network Bursts,58.000000,0.000000,88.000000,87.000000,101.000000,113.000000,0.000000,0.000000,64.000000,50.000000,0.000000,59.000000,0.000000,0.000000,78.000000,0.000000,58.000000,34.000000,27.000000,33.000000,28.000000,30.000000,49.000000,38.000000,46.000000,24.000000,38.000000,33.000000,0.000000,0.000000,0.000000,58.000000,58.000000,54.000000,15.000000,31.000000,0.000000,16.000000,0.000000,47.000000,48.000000,0.000000,33.000000,60.000000,42.000000,12.000000,48.000000,0.000000
    Network Burst Frequency,0.096667, ,0.146667,0.145000,0.168333,0.188333, , ,0.106667,0.083333, ,0.098333, , ,0.130000, ,0.096667,0.056667,0.045000,0.055000,0.046667,0.050000,0.081667,0.063333,0.076667,0.040000,0.063333,0.055000, , , ,0.096667,0.096667,0.090000,0.025000,0.051667, ,0.026667, ,0.078333,0.080000, ,0.055000,0.100000,0.070000,0.020000,0.080000, 
    Network Burst Duration - Avg (sec),0.526047, ,0.272718,0.194189,0.257418,0.470078, , ,0.198495,0.409658, ,0.360137, , ,0.183910, ,0.193610,0.505304,0.404329,0.303573,0.662437,0.226251,0.224648,0.393642,0.485694,0.644867,0.413269,0.366470, , , ,0.304190,0.550072,0.174959,0.633163,0.393048, ,0.342065, ,0.188194,0.495927, ,0.273702,0.270652,0.347177,0.541487,0.172410, 
    Network Burst Duration - Std (sec),0.275420, ,0.046135,0.050172,0.141303,0.133099, , ,0.198927,0.460342, ,0.329034, , ,0.038849, ,0.171503,0.371646,0.346157,0.415070,0.266727,0.129837,0.126035,0.152493,0.364464,0.299633,0.351701,0.211179, , , ,0.162138,0.425586,0.182269,0.148806,0.154796, ,0.515077, ,0.195317,0.420103, ,0.234561,0.204497,0.244223,0.212021,0.075239, 
    Number of Spikes per Network Burst - Avg,254.120690, ,231.534091,122.666667,184.663366,90.247788, , ,179.843750,405.580000, ,293.169492, , ,138.141026, ,261.086207,422.911765,301.259259,216.393939,192.178571,244.300000,227.510204,304.868421,533.347826,555.541667,430.657895,202.575758, , , ,194.913793,569.327586,187.074074,478.133333,125.483871, ,130.875000, ,104.617021,296.312500, ,247.242424,175.566667,197.404762,75.000000,68.145833, 
    Number of Spikes per Network Burst - Std,208.469871, ,34.065504,13.434308,39.251313,10.918964, , ,128.605860,161.782304, ,86.017671, , ,8.239475, ,195.550351,228.191489,132.665163,52.450536,71.432980,78.407930,73.745656,54.930015,369.934482,321.018350,197.517878,40.136509, , , ,115.938472,567.517474,141.102111,140.122328,13.615851, ,78.935311, ,62.717986,241.377180, ,178.790910,64.519966,111.278175,20.059004,24.692138, 
