AxIS Spike File,O:\TOX\NTX\Users\Arjun\201210_LvM_256134_1298-14_MEA_rCortex_Lindane_baseline_female_DIV10(000)_Spike Detector (7 x STD)(000).spk
File Type,48-well

Analysis Start,1200.000000
Analysis End,1800.000000
Active Electrode Criterion (spks/min),
Remove Coincident Artifacts,True

Electrode Burst Settings,
    Algorithm,Poisson Surprise,
    Min Surprise,10.000000

Network Burst Settings,
    Algorithm,ISI Threshold,Adaptive,
    Min # of Spikes,40.000000
    Min # of Electrodes (%),15.000000
Synchrony Settings,
    Synchrony Window,20.000000

Average Network Burst Analysis Settings,
    Number of network bursts vary by well
    Network Burst Window Start (ms),0.000000
    Network Burst Window End (ms),100.000000
    Bin Size (ms),1.000000

Well Averages,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,
Treatment/ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activity Metrics
    Number of Spikes,10625.000000,19295.000000,11442.000000,10403.000000,15666.000000,7480.000000,4796.000000,14558.000000,24145.000000,644.000000,8161.000000,4359.000000,9864.000000,12297.000000,3166.000000,5471.000000,14641.000000,12766.000000,5221.000000,0.000000,7187.000000,2302.000000,10162.000000,3905.000000,8674.000000,5904.000000,7952.000000,12165.000000,6616.000000,3488.000000,15443.000000,13978.000000,18817.000000,10032.000000,5433.000000,2137.000000,6064.000000,7177.000000,6089.000000,5046.000000,26781.000000,16953.000000,7575.000000,9462.000000,10943.000000,8306.000000,7697.000000,3930.000000
    Mean Firing Rate (Hz),1.106771,2.009896,1.191875,1.083646,1.631875,0.779167,0.499583,1.516458,2.515104,0.067083,0.850104,0.454062,1.027500,1.280938,0.329792,0.569896,1.525104,1.329792,0.543854,0.000000,0.748646,0.239792,1.058542,0.406771,0.903542,0.615000,0.828333,1.267187,0.689167,0.363333,1.608646,1.456042,1.960104,1.045000,0.565937,0.222604,0.631667,0.747604,0.634271,0.525625,2.789687,1.765937,0.789063,0.985625,1.139896,0.865208,0.801771,0.409375
    ISI Coefficient of Variation - Avg,2.202013,2.765738,2.132851,2.465561,4.587678,2.775087,2.431957,3.136961,3.256242,1.435703,2.465200,1.960664,2.418000,2.016841,2.767542,2.252722,2.329828,3.085619,2.088820, ,2.303293,2.299947,2.350292,2.720529,2.299250,2.608731,2.724280,3.377741,2.623113,2.155273,3.408708,2.678301,2.181169,2.783716,2.334606,4.321801,3.227763,1.981970,2.483499,1.628963,3.469404,2.489188,2.396198,2.783559,2.247763,1.874070,2.758651,2.238765
    Number of Active Electrodes,12.000000,12.000000,11.000000,8.000000,12.000000,10.000000,5.000000,10.000000,11.000000,3.000000,10.000000,9.000000,11.000000,14.000000,4.000000,5.000000,10.000000,9.000000,10.000000,0.000000,10.000000,4.000000,11.000000,4.000000,9.000000,7.000000,8.000000,9.000000,7.000000,6.000000,10.000000,10.000000,14.000000,10.000000,11.000000,1.000000,5.000000,9.000000,4.000000,8.000000,12.000000,13.000000,11.000000,10.000000,13.000000,12.000000,7.000000,7.000000
    Weighted Mean Firing Rate (Hz),1.469167,2.672778,1.712879,2.132083,2.168472,1.238167,1.562667,2.413167,3.643485,0.354444,1.359167,0.790000,1.492576,1.461667,1.306667,1.816333,2.435167,2.355556,0.849000, ,1.197833,0.934583,1.538939,1.625417,1.589074,1.397619,1.631875,2.245741,1.569048,0.956389,2.573333,2.325833,2.236905,1.659667,0.818788,3.503333,2.009000,1.315185,2.536667,1.050417,3.712222,2.165128,1.147424,1.570333,1.398333,1.147222,1.802143,0.922143
Electrode Burst Metrics
    Number of Bursts,486.000000,1065.000000,536.000000,515.000000,519.000000,398.000000,212.000000,731.000000,1020.000000,20.000000,371.000000,176.000000,515.000000,587.000000,158.000000,326.000000,610.000000,510.000000,175.000000,0.000000,390.000000,144.000000,380.000000,208.000000,468.000000,312.000000,387.000000,498.000000,329.000000,187.000000,774.000000,747.000000,892.000000,484.000000,295.000000,86.000000,308.000000,317.000000,240.000000,159.000000,1248.000000,744.000000,359.000000,499.000000,622.000000,292.000000,312.000000,199.000000
    Number of Bursting Electrodes,10.000000,11.000000,11.000000,8.000000,13.000000,10.000000,7.000000,11.000000,12.000000,2.000000,10.000000,9.000000,11.000000,11.000000,4.000000,5.000000,9.000000,9.000000,11.000000,0.000000,8.000000,3.000000,10.000000,4.000000,9.000000,7.000000,9.000000,9.000000,7.000000,6.000000,10.000000,8.000000,11.000000,10.000000,10.000000,1.000000,5.000000,8.000000,4.000000,8.000000,13.000000,12.000000,10.000000,10.000000,12.000000,10.000000,8.000000,7.000000
    Burst Duration - Avg (sec),0.351698,0.070401,0.326429,0.128817,0.233475,0.221128,0.097535,0.114728,0.120060,0.116944,0.226829,0.262886,0.135295,0.172585,0.073681,0.065310,0.098061,0.163331,0.393264, ,0.084422,0.096596,0.260673,0.058875,0.101092,0.124524,0.110036,0.114500,0.106456,0.065860,0.081134,0.079952,0.082916,0.092894,0.125257,0.113737,0.112076,0.117228,0.448261,0.285298,0.131958,0.110660,0.149049,0.184505,0.106694,0.286301,0.068844,0.074065
    Burst Duration - Std (sec),0.525161,0.025414,0.725021,0.103180,0.307754,0.175733,0.051654,0.057059,0.054631,0.018759,0.322877,0.265730,0.144833,0.225640,0.030969,0.047195,0.029818,0.140432,0.253584, ,0.045087,0.017751,0.286486,0.024264,0.044535,0.072125,0.041591,0.038500,0.052598,0.030938,0.016211,0.030804,0.038115,0.034721,0.099345, ,0.066199,0.074940,0.614146,0.245085,0.113469,0.071726,0.093794,0.195335,0.073468,0.370538,0.034201,0.046447
    Number of Spikes per Burst - Avg,15.096324,12.183950,15.462615,10.340139,21.354672,13.084335,9.957417,14.076473,14.118845,7.500000,12.202788,10.757960,11.687033,12.013833,13.772274,9.248357,12.272761,17.511225,12.137990, ,10.813754,11.154971,16.158899,12.687949,12.244800,11.340831,11.707019,17.061177,11.935648,8.293968,15.561513,12.915697,11.724318,13.268126,10.946120,22.046512,13.678636,10.161213,13.886293,11.947297,15.506683,12.255453,11.605117,12.289552,9.927670,10.128697,12.645612,10.378375
