AxIS Spike File,O:\DGK\IRAS\TOX\NTX\Users\Lennart\190919_LvM_256003_1260-11_MEA_rCortex_Acute_female_exposure(000)_Spike Detector (7 x STD)(000).spk
File Type,48-well

Analysis Start,1500.000000
Analysis End,2100.000000
Active Electrode Criterion (spks/min),
Remove Coincident Artifacts,True

Electrode Burst Settings,
    Algorithm,Poisson Surprise,
    Min Surprise,10.000000

Network Burst Settings,
    Algorithm,ISI Threshold,Adaptive,
    Min # of Spikes,40.000000
    Min # of Electrodes (%),15.000000
Synchrony Settings,
    Synchrony Window,20.000000

Evoked Analysis Settings,
    Events,0 to 0
    Peri-stimulus Window Start (ms),0.000000
    Peri-stimulus Window End (ms),100.000000
    Bin Size (ms),1.000000

Well Averages,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,
Treatment/ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activity Metrics
    Number of Spikes,26467.000000,704.000000,11313.000000,38993.000000,14163.000000,8777.000000,16040.000000,24859.000000,76054.000000,22956.000000,30074.000000,18860.000000,8007.000000,4772.000000,13177.000000,15619.000000,28551.000000,9312.000000,9592.000000,29464.000000,21562.000000,4706.000000,28192.000000,36930.000000,9066.000000,12922.000000,11446.000000,2243.000000,14984.000000,4277.000000,8388.000000,35735.000000,22379.000000,19875.000000,21169.000000,9171.000000,5023.000000,17613.000000,27164.000000,14775.000000,14709.000000,20241.000000,20649.000000,31192.000000,16107.000000,17528.000000,13495.000000,19537.000000
    Mean Firing Rate (Hz),2.756979,0.073333,1.178438,4.061771,1.475313,0.914271,1.670833,2.589479,7.922292,2.391250,3.132708,1.964583,0.834063,0.497083,1.372604,1.626979,2.974063,0.970000,0.999167,3.069167,2.246042,0.490208,2.936667,3.846875,0.944375,1.346042,1.192292,0.233646,1.560833,0.445521,0.873750,3.722396,2.331146,2.070313,2.205104,0.955313,0.523229,1.834688,2.829583,1.539063,1.532188,2.108438,2.150937,3.249167,1.677812,1.825833,1.405729,2.035104
    ISI Coefficient of Variation - Avg,2.359009,1.868482,1.793458,2.155622,1.741981,2.141737,1.750224,2.248585,2.189732,2.143470,2.201518,2.453049,1.048838,1.077470,1.538408,2.218883,2.256542,1.428074,1.811104,2.168800,1.876311,1.474549,1.795496,1.991942,1.704756,2.007269,1.668293,1.879863,1.901152,2.409308,1.815988,2.747188,1.736902,1.964612,1.960080,1.840270,2.239520,1.977186,2.276189,2.417659,1.814337,2.008550,2.227608,2.266139,2.400938,1.827947,2.068212,1.294414
    Number of Active Electrodes,15.000000,2.000000,15.000000,16.000000,12.000000,7.000000,13.000000,15.000000,12.000000,11.000000,15.000000,13.000000,12.000000,8.000000,12.000000,14.000000,14.000000,13.000000,12.000000,15.000000,13.000000,7.000000,15.000000,15.000000,9.000000,11.000000,11.000000,4.000000,13.000000,7.000000,10.000000,14.000000,15.000000,13.000000,15.000000,8.000000,8.000000,16.000000,15.000000,10.000000,15.000000,15.000000,14.000000,14.000000,15.000000,13.000000,14.000000,15.000000
    Weighted Mean Firing Rate (Hz),2.935111,0.562500,1.257000,4.061771,1.966528,2.068095,2.047949,2.761222,10.562639,3.469242,3.336333,2.404744,1.107639,0.994167,1.829722,1.855714,3.397976,1.191410,1.330833,3.273778,2.764359,1.109762,3.131111,4.103333,1.678704,1.952576,1.733788,0.899167,1.919615,1.017143,1.392167,4.252619,2.486556,2.547821,2.352000,1.902917,1.029583,1.834688,3.018222,2.451000,1.631444,2.248778,2.456786,3.710833,1.789444,2.243590,1.606190,2.169444
Electrode Burst Metrics
    Number of Bursts,982.000000,23.000000,404.000000,918.000000,322.000000,169.000000,488.000000,810.000000,1034.000000,737.000000,1022.000000,1028.000000,23.000000,1.000000,487.000000,710.000000,757.000000,154.000000,321.000000,748.000000,458.000000,124.000000,476.000000,805.000000,259.000000,300.000000,195.000000,55.000000,478.000000,122.000000,193.000000,1177.000000,416.000000,452.000000,491.000000,202.000000,184.000000,697.000000,805.000000,339.000000,313.000000,653.000000,631.000000,842.000000,616.000000,456.000000,278.000000,246.000000
    Number of Bursting Electrodes,16.000000,1.000000,14.000000,16.000000,12.000000,7.000000,12.000000,14.000000,10.000000,9.000000,13.000000,11.000000,4.000000,1.000000,7.000000,11.000000,14.000000,9.000000,10.000000,14.000000,12.000000,5.000000,13.000000,15.000000,7.000000,10.000000,9.000000,4.000000,13.000000,6.000000,10.000000,14.000000,14.000000,13.000000,15.000000,8.000000,8.000000,16.000000,15.000000,10.000000,15.000000,15.000000,13.000000,14.000000,15.000000,10.000000,13.000000,10.000000
    Burst Duration - Avg (sec),0.090454,0.213889,0.134003,0.120690,0.351690,0.350740,0.105962,0.152703,0.168098,0.122329,0.125316,0.084375,0.112712,0.159360,0.113008,0.108951,0.112372,0.085231,0.100152,0.127640,0.150714,0.136055,0.114479,0.083970,0.272219,0.208116,0.683760,0.418320,0.121115,0.326560,0.179858,0.189018,0.217297,0.275376,0.255496,0.366926,0.251978,0.129190,0.185258,0.368594,0.342112,0.123108,0.175818,0.136929,0.179145,0.239892,1.132223,0.114666
    Burst Duration - Std (sec),0.035016, ,0.072282,0.031966,0.410297,0.190602,0.031041,0.077493,0.075853,0.027700,0.098047,0.022805,0.012579, ,0.033087,0.042287,0.049668,0.043042,0.044508,0.042712,0.085327,0.043248,0.047755,0.043469,0.174215,0.139798,0.768006,0.203439,0.096433,0.554783,0.197611,0.029935,0.159206,0.157000,0.358925,0.285089,0.160724,0.089613,0.092161,0.399502,0.366552,0.051763,0.053876,0.051859,0.056828,0.108292,1.100097,0.040902
